@RELATION pacmanGameStates

@ATTRIBUTE pacmanX NUMERIC
@ATTRIBUTE pacmanY NUMERIC
@ATTRIBUTE directionPossible NUMERIC
@ATTRIBUTE ghostX NUMERIC
@ATTRIBUTE ghostY NUMERIC
@ATTRIBUTE nearestGhostDistance NUMERIC
@ATTRIBUTE minWidth NUMERIC
@ATTRIBUTE minHeight NUMERIC
@ATTRIBUTE maxWidth NUMERIC
@ATTRIBUTE maxHeight NUMERIC
@ATTRIBUTE directionTaken {0,1,2,3}
@ATTRIBUTE futureScore NUMERIC

@DATA
10.0,12.0,15.0,5.0,6.0,11.0,1.0,3.0,29.0,19.0,1,-27.0
10.0,11.0,15.0,5.0,5.0,11.0,1.0,3.0,29.0,19.0,1,-28.0
10.0,10.0,15.0,4.0,5.0,11.0,1.0,3.0,29.0,19.0,1,-29.0
10.0,9.0,15.0,3.0,5.0,11.0,1.0,3.0,29.0,19.0,1,-30.0
10.0,8.0,15.0,5.0,4.0,9.0,1.0,3.0,29.0,19.0,1,-31.0
9.0,8.0,15.0,5.0,4.0,8.0,1.0,3.0,29.0,19.0,2,-32.0
8.0,8.0,13.0,4.0,4.0,8.0,1.0,3.0,29.0,19.0,2,-33.0
8.0,8.0,13.0,4.0,4.0,8.0,1.0,3.0,29.0,19.0,2,-34.0
8.0,7.0,13.0,4.0,3.0,8.0,1.0,3.0,29.0,19.0,1,-35.0
8.0,6.0,15.0,5.0,3.0,6.0,1.0,3.0,29.0,19.0,1,-36.0
7.0,6.0,3.0,4.0,3.0,6.0,1.0,3.0,29.0,19.0,2,-37.0
6.0,6.0,11.0,4.0,3.0,5.0,1.0,3.0,29.0,19.0,2,-38.0
5.0,6.0,15.0,3.0,3.0,5.0,1.0,3.0,29.0,19.0,2,-39.0
4.0,6.0,15.0,3.0,4.0,3.0,1.0,3.0,29.0,19.0,2,-40.0
3.0,6.0,15.0,3.0,3.0,3.0,1.0,3.0,29.0,19.0,2,-41.0
3.0,5.0,15.0,3.0,3.0,2.0,1.0,3.0,29.0,19.0,1,-42.0
3.0,4.0,15.0,3.0,3.0,1.0,1.0,3.0,29.0,19.0,1,157.0
3.0,3.0,11.0,6.0,3.0,3.0,1.0,3.0,29.0,19.0,1,156.0
4.0,3.0,11.0,6.0,3.0,2.0,1.0,3.0,29.0,19.0,3,155.0
5.0,3.0,11.0,6.0,3.0,1.0,1.0,3.0,29.0,19.0,3,354.0
6.0,3.0,3.0,15.0,3.0,10.0,1.0,3.0,29.0,19.0,3,353.0
7.0,3.0,3.0,15.0,4.0,10.0,1.0,3.0,29.0,19.0,3,352.0
8.0,3.0,11.0,16.0,4.0,8.0,1.0,3.0,29.0,19.0,3,351.0
9.0,3.0,11.0,16.0,3.0,8.0,1.0,3.0,29.0,19.0,3,350.0
10.0,3.0,11.0,16.0,4.0,6.0,1.0,3.0,29.0,19.0,3,349.0
