@RELATION pacmanGameStates

@ATTRIBUTE pacmanX NUMERIC
@ATTRIBUTE pacmanY NUMERIC
@ATTRIBUTE directionPossible NUMERIC
@ATTRIBUTE ghostX NUMERIC
@ATTRIBUTE ghostY NUMERIC
@ATTRIBUTE nearestGhostDistance NUMERIC
@ATTRIBUTE minWidth NUMERIC
@ATTRIBUTE minHeight NUMERIC
@ATTRIBUTE maxWidth NUMERIC
@ATTRIBUTE maxHeight NUMERIC
@ATTRIBUTE directionTaken {0,1,2,3}
@ATTRIBUTE futureScore NUMERIC

@DATA
10.0,9.0,14.0,9.0,11.0,2.0,1.0,3.0,19.0,12.0,0,1585.0
12.0,10.0,3.0,13.0,12.0,3.0,1.0,3.0,19.0,15.0,3,-1.0
13.0,10.0,7.0,13.0,12.0,2.0,1.0,3.0,19.0,15.0,3,-2.0
14.0,10.0,7.0,13.0,12.0,4.0,1.0,3.0,19.0,15.0,3,-3.0
15.0,10.0,15.0,12.0,12.0,4.0,1.0,3.0,19.0,15.0,3,-4.0
15.0,11.0,13.0,13.0,12.0,3.0,1.0,3.0,19.0,15.0,0,-5.0
15.0,12.0,13.0,13.0,12.0,2.0,1.0,3.0,19.0,15.0,0,-6.0
15.0,13.0,13.0,13.0,12.0,4.0,1.0,3.0,19.0,15.0,0,-7.0
15.0,14.0,7.0,12.0,12.0,6.0,1.0,3.0,19.0,15.0,0,-8.0
14.0,14.0,3.0,11.0,12.0,4.0,1.0,3.0,19.0,15.0,2,-9.0
13.0,14.0,3.0,12.0,12.0,4.0,1.0,3.0,19.0,15.0,2,-10.0
12.0,14.0,3.0,11.0,12.0,4.0,1.0,3.0,19.0,15.0,2,-11.0
11.0,14.0,3.0,10.0,12.0,3.0,1.0,3.0,19.0,15.0,2,-12.0
10.0,14.0,7.0,10.0,12.0,1.0,1.0,3.0,19.0,15.0,2,187.0
10.0,13.0,14.0,8.0,12.0,3.0,1.0,3.0,19.0,15.0,1,186.0
10.0,12.0,11.0,8.0,13.0,3.0,1.0,3.0,19.0,15.0,1,185.0
