@RELATION pacmanGameStates

@ATTRIBUTE numActions NUMERIC
@ATTRIBUTE pacmanX NUMERIC
@ATTRIBUTE pacmanY NUMERIC
@ATTRIBUTE directionPossible NUMERIC
@ATTRIBUTE ghostX NUMERIC
@ATTRIBUTE ghostY NUMERIC
@ATTRIBUTE nearestGhostDistance NUMERIC
@ATTRIBUTE numFood NUMERIC
@ATTRIBUTE distFood NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE directionTaken {N,S,W,E,X}

@DATA
36.0,10.0,12.0,31.0,22.0,6.0,18.0,0.0,0.0,365.0,E
37.0,11.0,12.0,15.0,21.0,6.0,16.0,0.0,0.0,364.0,E
38.0,12.0,12.0,7.0,22.0,6.0,16.0,0.0,0.0,363.0,E
39.0,13.0,12.0,15.0,22.0,6.0,15.0,0.0,0.0,362.0,E
40.0,14.0,12.0,31.0,21.0,6.0,13.0,0.0,0.0,361.0,E
41.0,14.0,11.0,31.0,21.0,6.0,12.0,0.0,0.0,360.0,S
42.0,14.0,10.0,31.0,22.0,6.0,12.0,0.0,0.0,359.0,S
43.0,14.0,9.0,29.0,21.0,6.0,10.0,0.0,0.0,358.0,S
44.0,14.0,8.0,31.0,22.0,6.0,10.0,0.0,0.0,357.0,S
45.0,14.0,7.0,29.0,21.0,6.0,8.0,0.0,0.0,356.0,S
46.0,14.0,6.0,31.0,20.0,6.0,6.0,0.0,0.0,355.0,S
47.0,15.0,6.0,7.0,21.0,6.0,6.0,0.0,0.0,354.0,E
48.0,16.0,6.0,7.0,21.0,6.0,5.0,0.0,0.0,353.0,E
49.0,17.0,6.0,15.0,20.0,6.0,3.0,0.0,0.0,352.0,E
50.0,18.0,6.0,15.0,19.0,6.0,1.0,0.0,0.0,351.0,E
51.0,19.0,6.0,15.0,28.0,3.0,13.0,0.0,0.0,550.0,E
52.0,20.0,6.0,15.0,28.0,2.0,11.0,0.0,0.0,549.0,E
53.0,21.0,6.0,7.0,27.0,2.0,10.0,0.0,0.0,548.0,E
54.0,22.0,6.0,7.0,27.0,2.0,9.0,0.0,0.0,547.0,E
55.0,23.0,6.0,31.0,27.0,2.0,7.0,0.0,0.0,546.0,E
56.0,24.0,6.0,31.0,27.0,3.0,5.0,0.0,0.0,545.0,E
57.0,25.0,6.0,31.0,27.0,4.0,3.0,0.0,0.0,544.0,E
58.0,26.0,6.0,31.0,26.0,4.0,3.0,0.0,0.0,543.0,E
59.0,26.0,5.0,31.0,27.0,4.0,3.0,0.0,0.0,542.0,S
60.0,27.0,5.0,31.0,27.0,3.0,3.0,0.0,0.0,541.0,E
61.0,27.0,4.0,31.0,27.0,2.0,3.0,0.0,0.0,540.0,S
62.0,27.0,3.0,31.0,28.0,2.0,2.0,0.0,0.0,539.0,S
63.0,28.0,3.0,29.0,28.0,2.0,1.0,0.0,0.0,538.0,X
1.0,1.0,18.0,11.0,5.0,9.0,13.0,0.0,0.0,0.0,X
2.0,1.0,17.0,25.0,1.0,4.0,13.0,0.0,0.0,-1.0,S
3.0,1.0,16.0,27.0,1.0,5.0,11.0,0.0,0.0,-2.0,S
4.0,1.0,15.0,27.0,1.0,6.0,9.0,0.0,0.0,-3.0,S
5.0,1.0,14.0,27.0,1.0,6.0,8.0,0.0,0.0,-4.0,S
6.0,1.0,13.0,25.0,1.0,5.0,8.0,0.0,0.0,-5.0,S
7.0,1.0,12.0,27.0,1.0,6.0,6.0,0.0,0.0,-6.0,S
8.0,1.0,11.0,25.0,2.0,6.0,6.0,0.0,0.0,-7.0,S
9.0,1.0,10.0,25.0,1.0,6.0,4.0,0.0,0.0,-8.0,S
10.0,1.0,9.0,25.0,2.0,6.0,4.0,0.0,0.0,-9.0,S
11.0,1.0,8.0,25.0,2.0,6.0,3.0,0.0,0.0,-10.0,S
12.0,1.0,7.0,25.0,3.0,6.0,3.0,0.0,0.0,-11.0,S
13.0,1.0,6.0,27.0,4.0,6.0,3.0,0.0,0.0,-12.0,S
14.0,2.0,6.0,15.0,3.0,6.0,1.0,0.0,0.0,-13.0,E
15.0,3.0,6.0,31.0,3.0,3.0,3.0,0.0,0.0,186.0,E
16.0,3.0,5.0,31.0,2.0,3.0,3.0,0.0,0.0,185.0,S
17.0,3.0,4.0,31.0,3.0,3.0,1.0,0.0,0.0,184.0,S
18.0,3.0,3.0,23.0,5.0,7.0,5.0,0.0,0.0,383.0,S
19.0,3.0,4.0,31.0,5.0,6.0,3.0,0.0,0.0,382.0,N
20.0,3.0,5.0,31.0,4.0,6.0,2.0,0.0,0.0,381.0,N
21.0,3.0,6.0,31.0,5.0,9.0,5.0,0.0,0.0,580.0,N
22.0,3.0,7.0,27.0,5.0,10.0,5.0,0.0,0.0,579.0,N
23.0,3.0,8.0,27.0,5.0,9.0,3.0,0.0,0.0,578.0,N
24.0,3.0,9.0,27.0,5.0,9.0,2.0,0.0,0.0,577.0,N
25.0,4.0,9.0,31.0,5.0,10.0,2.0,0.0,0.0,576.0,E
26.0,4.0,10.0,15.0,5.0,10.0,1.0,0.0,0.0,575.0,X
1.0,9.0,1.0,7.0,9.0,7.0,6.0,114.0,1.0,0.0,X
2.0,8.0,1.0,7.0,7.0,7.0,7.0,113.0,1.0,99.0,W
3.0,7.0,1.0,7.0,6.0,7.0,7.0,112.0,1.0,198.0,W
4.0,6.0,1.0,19.0,6.0,7.0,6.0,111.0,1.0,297.0,W
5.0,6.0,2.0,25.0,6.0,6.0,4.0,110.0,1.0,396.0,N
6.0,6.0,3.0,31.0,6.0,7.0,4.0,109.0,1.0,495.0,N
7.0,6.0,4.0,29.0,7.0,7.0,4.0,108.0,1.0,594.0,N
8.0,6.0,5.0,29.0,6.0,7.0,2.0,107.0,1.0,693.0,N
9.0,6.0,6.0,29.0,6.0,7.0,1.0,106.0,1.0,792.0,N
10.0,6.0,7.0,31.0,10.0,8.0,5.0,105.0,1.0,1091.0,N
11.0,7.0,7.0,7.0,10.0,8.0,4.0,105.0,2.0,1090.0,E
12.0,8.0,7.0,7.0,10.0,7.0,2.0,105.0,3.0,1089.0,E
13.0,9.0,7.0,23.0,10.0,7.0,1.0,105.0,2.0,1088.0,E
14.0,10.0,7.0,23.0,10.0,9.0,1.0,105.0,2.0,1487.0,X
1.0,12.0,10.0,7.0,13.0,12.0,3.0,0.0,0.0,0.0,X
2.0,13.0,10.0,15.0,13.0,12.0,2.0,0.0,0.0,-1.0,E
3.0,14.0,10.0,15.0,13.0,12.0,3.0,0.0,0.0,-2.0,E
4.0,15.0,10.0,31.0,13.0,12.0,5.0,0.0,0.0,-3.0,E
5.0,15.0,11.0,27.0,12.0,12.0,5.0,0.0,0.0,-4.0,N
6.0,15.0,12.0,27.0,11.0,12.0,3.0,0.0,0.0,-5.0,N
7.0,15.0,13.0,27.0,12.0,12.0,3.0,0.0,0.0,-6.0,N
8.0,15.0,14.0,15.0,13.0,12.0,5.0,0.0,0.0,-7.0,N
9.0,14.0,14.0,7.0,12.0,12.0,3.0,0.0,0.0,-8.0,W
10.0,13.0,14.0,7.0,13.0,12.0,2.0,0.0,0.0,-9.0,W
11.0,12.0,14.0,7.0,13.0,12.0,2.0,0.0,0.0,-10.0,W
12.0,11.0,14.0,7.0,10.0,12.0,3.0,0.0,0.0,-11.0,W
13.0,10.0,14.0,15.0,11.0,12.0,3.0,0.0,0.0,-12.0,W
14.0,10.0,13.0,29.0,11.0,12.0,2.0,0.0,0.0,-13.0,S
15.0,10.0,12.0,23.0,11.0,12.0,1.0,0.0,0.0,-14.0,S
16.0,11.0,12.0,7.0,12.0,12.0,2.0,0.0,0.0,185.0,E
17.0,12.0,12.0,7.0,13.0,12.0,1.0,0.0,0.0,184.0,E
18.0,13.0,12.0,5.0,12.0,5.0,8.0,0.0,0.0,383.0,E
19.0,12.0,12.0,7.0,11.0,5.0,8.0,0.0,0.0,382.0,W
20.0,11.0,12.0,7.0,11.0,4.0,8.0,0.0,0.0,381.0,W
21.0,10.0,12.0,23.0,11.0,5.0,8.0,0.0,0.0,380.0,W
22.0,10.0,13.0,29.0,11.0,4.0,10.0,0.0,0.0,379.0,N
23.0,10.0,14.0,15.0,11.0,5.0,10.0,0.0,0.0,378.0,N
24.0,11.0,14.0,7.0,11.0,4.0,10.0,0.0,0.0,377.0,E
25.0,12.0,14.0,7.0,11.0,3.0,12.0,0.0,0.0,376.0,E
26.0,13.0,14.0,7.0,12.0,3.0,12.0,0.0,0.0,375.0,E
27.0,14.0,14.0,7.0,12.0,3.0,13.0,0.0,0.0,374.0,E
28.0,15.0,14.0,15.0,11.0,3.0,15.0,0.0,0.0,373.0,E
29.0,15.0,13.0,27.0,10.0,3.0,15.0,0.0,0.0,372.0,S
30.0,15.0,12.0,27.0,10.0,3.0,14.0,0.0,0.0,371.0,S
31.0,15.0,11.0,27.0,10.0,4.0,12.0,0.0,0.0,370.0,S
32.0,15.0,10.0,31.0,10.0,3.0,12.0,0.0,0.0,369.0,S
33.0,15.0,9.0,31.0,9.0,3.0,12.0,0.0,0.0,368.0,S
34.0,15.0,8.0,31.0,9.0,3.0,11.0,0.0,0.0,367.0,S
35.0,15.0,7.0,31.0,8.0,3.0,11.0,0.0,0.0,366.0,S
36.0,15.0,6.0,31.0,9.0,3.0,9.0,0.0,0.0,365.0,S
37.0,15.0,5.0,31.0,8.0,3.0,9.0,0.0,0.0,364.0,S
38.0,15.0,4.0,31.0,8.0,4.0,7.0,0.0,0.0,363.0,S
39.0,15.0,3.0,23.0,8.0,5.0,9.0,0.0,0.0,362.0,S
40.0,14.0,3.0,23.0,8.0,4.0,7.0,0.0,0.0,361.0,W
41.0,13.0,3.0,23.0,8.0,3.0,5.0,0.0,0.0,360.0,W
42.0,12.0,3.0,23.0,7.0,3.0,5.0,0.0,0.0,359.0,W
43.0,11.0,3.0,23.0,6.0,3.0,5.0,0.0,0.0,358.0,W
44.0,10.0,3.0,23.0,6.0,3.0,4.0,0.0,0.0,357.0,W
45.0,9.0,3.0,7.0,7.0,3.0,2.0,0.0,0.0,356.0,W
46.0,8.0,3.0,23.0,7.0,4.0,2.0,0.0,0.0,355.0,W
47.0,8.0,4.0,29.0,6.0,4.0,2.0,0.0,0.0,354.0,N
48.0,7.0,4.0,31.0,6.0,3.0,2.0,0.0,0.0,353.0,W
49.0,7.0,3.0,23.0,5.0,3.0,2.0,0.0,0.0,352.0,S
50.0,6.0,3.0,23.0,4.0,3.0,2.0,0.0,0.0,351.0,W
51.0,5.0,3.0,23.0,3.0,3.0,2.0,0.0,0.0,350.0,W
52.0,4.0,3.0,23.0,2.0,3.0,2.0,0.0,0.0,349.0,W
53.0,3.0,3.0,23.0,2.0,3.0,1.0,0.0,0.0,348.0,W
54.0,2.0,3.0,23.0,1.0,4.0,2.0,0.0,0.0,547.0,W
55.0,2.0,4.0,31.0,1.0,5.0,2.0,0.0,0.0,546.0,N
56.0,2.0,5.0,31.0,1.0,5.0,1.0,0.0,0.0,545.0,X
