@RELATION pacmanGameStates

@ATTRIBUTE pacmanX NUMERIC
@ATTRIBUTE pacmanY NUMERIC
@ATTRIBUTE directionPossible NUMERIC
@ATTRIBUTE minWidth NUMERIC
@ATTRIBUTE minHeight NUMERIC
@ATTRIBUTE maxWidth NUMERIC
@ATTRIBUTE maxHeight NUMERIC
@ATTRIBUTE ghostX NUMERIC
@ATTRIBUTE ghostY NUMERIC
@ATTRIBUTE nearestGhostDistance NUMERIC
@ATTRIBUTE directionTaken {N,S,W,E}

@DATA
2,7,14,15,9,1,3,19,13,15,S
2,6,14,15,8,1,3,19,13,15,S
2,5,14,16,8,1,3,19,13,17,S
2,4,14,16,8,1,3,19,13,18,S
2,3,14,16,8,1,3,19,13,19,S
2,2,14,16,8,1,3,19,13,20,S
2,1,11,16,8,1,3,19,13,21,S
3,1,3,16,8,1,3,19,13,20,E
4,1,11,16,8,1,3,19,13,19,E
4,2,13,17,8,1,3,19,13,19,N
4,3,13,17,9,1,3,19,13,19,N
4,4,13,17,10,1,3,19,13,19,N
4,5,13,17,9,1,3,19,13,17,N
4,6,13,16,9,1,3,19,13,15,N
4,7,13,16,10,1,3,19,13,15,N
4,8,13,15,10,1,3,19,13,13,N
4,9,13,15,10,1,3,19,13,12,N
4,10,5,15,10,1,3,19,13,11,N
5,10,7,16,10,1,3,19,13,11,E
6,10,7,16,11,1,3,19,13,11,E
7,10,7,17,11,1,3,19,13,11,E
8,10,7,17,10,1,3,19,13,9,E
9,10,7,15,9,1,3,19,13,7,E
10,10,7,14,9,1,3,19,13,5,E
11,10,7,13,9,1,3,19,13,3,E
12,10,7,12,9,1,3,19,13,1,E
12,9,15,15,10,1,3,19,13,4,S
12,10,7,14,10,1,3,19,13,2,N
13,10,7,14,9,1,3,19,13,2,E
14,10,7,14,8,1,3,19,13,2,E
14,9,15,16,10,1,3,19,13,2,S
14,10,7,16,9,1,3,19,13,4,N
15,10,7,18,10,1,3,19,13,3,E
16,10,15,18,11,1,3,19,13,3,E
16,11,13,18,12,1,3,19,13,3,N
16,12,5,17,12,1,3,19,13,1,N
17,12,7,18,9,1,3,19,13,5,E
18,12,6,18,8,1,3,19,13,3,E
18,11,14,18,9,1,3,19,13,1,S
9,1,3,9,7,1,3,19,12,6,E
8,1,3,8,7,1,3,19,12,6,W
7,1,3,8,7,1,3,19,12,7,W
6,1,9,9,7,1,3,19,12,9,W
6,2,12,9,7,1,3,19,12,8,N
6,3,15,9,8,1,3,19,12,8,N
6,4,14,9,7,1,3,19,12,6,N
6,5,14,10,7,1,3,19,12,6,N
6,6,14,10,7,1,3,19,12,5,N
6,7,15,10,7,1,3,19,12,4,N
7,7,3,10,7,1,3,19,12,3,E
8,7,3,10,7,1,3,19,12,2,E
9,7,11,10,7,1,3,19,12,1,E
10,7,11,10,8,1,3,19,12,1,E
10,8,14,9,10,1,3,19,12,3,N
10,9,14,9,10,1,3,19,12,2,N
12,10,3,13,12,1,3,19,15,3,E
13,10,7,13,12,1,3,19,15,3,E
14,10,7,12,12,1,3,19,15,4,E
15,10,15,14,6,1,3,19,15,5,E
15,9,15,14,7,1,3,19,15,3,S
15,8,15,14,8,1,3,19,15,1,S
14,8,15,11,12,1,3,19,15,8,W
14,9,15,10,12,1,3,19,15,8,N
14,10,7,9,12,1,3,19,15,8,N
15,10,15,9,13,1,3,19,15,10,E
15,11,13,7,12,1,3,19,15,9,N
15,12,13,7,12,1,3,19,15,8,N
15,13,13,7,14,1,3,19,15,8,N
15,14,7,8,14,1,3,19,15,8,N
14,14,3,8,13,1,3,19,15,6,W
13,14,3,9,13,1,3,19,15,5,W
12,14,3,9,13,1,3,19,15,4,W
11,14,3,9,13,1,3,19,15,2,W
10,14,7,10,12,1,3,19,15,2,W
10,13,14,10,12,1,3,19,15,1,S
10,12,11,8,5,1,3,19,15,9,S
10,13,14,8,4,1,3,19,15,11,N
10,14,7,8,5,1,3,19,15,11,N
9,14,7,7,5,1,3,19,15,11,W
8,14,7,6,5,1,3,19,15,11,W
7,14,3,6,4,1,3,19,15,11,W
6,14,3,6,4,1,3,19,15,10,W
5,14,3,6,4,1,3,19,15,11,W
4,14,3,5,4,1,3,19,15,11,W
3,14,7,6,4,1,3,19,15,13,W
3,13,14,5,4,1,3,19,15,11,S
3,12,14,4,4,1,3,19,15,9,S
3,11,14,5,4,1,3,19,15,9,S
3,10,15,4,4,1,3,19,15,7,S
4,10,7,4,4,1,3,19,15,6,E
4,9,15,4,3,1,3,19,15,6,S
4,8,15,4,3,1,3,19,15,5,S
4,7,14,4,4,1,3,19,15,3,S
4,6,15,4,3,1,3,19,15,3,S
4,5,15,4,3,1,3,19,15,2,S
1,3,9,2,8,1,3,8,11,6,N
1,4,13,1,8,1,3,8,11,4,N
1,5,13,1,8,1,3,8,11,3,N
1,6,13,1,8,1,3,8,11,2,N
1,7,13,3,8,1,3,8,11,3,N
1,8,13,3,8,1,3,8,11,2,N
2,8,15,3,10,1,3,8,11,3,E
2,9,15,3,9,1,3,8,11,1,N
3,9,15,2,4,1,3,8,11,6,E
3,8,15,2,4,1,3,8,11,6,S
3,7,15,2,3,1,3,8,11,4,S
3,6,15,2,4,1,3,8,11,2,S
1,18,5,5,9,1,3,29,19,13,S
1,17,12,5,8,1,3,29,19,13,S
1,16,13,4,8,1,3,29,19,11,S
1,15,13,4,8,1,3,29,19,10,S
1,14,13,5,8,1,3,29,19,10,S
1,13,12,6,8,1,3,29,19,10,S
1,12,13,5,8,1,3,29,19,8,S
1,11,12,5,9,1,3,29,19,6,S
1,10,12,4,9,1,3,29,19,4,S
1,9,12,4,9,1,3,29,19,3,S
1,8,12,5,9,1,3,29,19,5,S
1,7,12,5,10,1,3,29,19,7,S
1,6,13,5,10,1,3,29,19,8,S
2,6,7,4,10,1,3,29,19,6,E
3,6,15,4,9,1,3,29,19,4,E
3,7,13,4,8,1,3,29,19,2,N
3,8,13,4,7,1,3,29,19,2,N
4,8,15,5,7,1,3,29,19,2,E
5,8,15,11,3,1,3,29,19,11,E
6,8,14,11,3,1,3,29,19,10,E
6,7,14,10,3,1,3,29,19,8,S
6,6,11,10,4,1,3,29,19,6,S
7,6,3,11,4,1,3,29,19,6,E
8,6,15,11,3,1,3,29,19,6,E
9,6,15,11,4,1,3,29,19,4,E
10,6,15,11,3,1,3,29,19,4,E
11,6,14,11,4,1,3,29,19,2,E
11,5,14,18,4,1,3,29,19,8,S
11,6,14,17,4,1,3,29,19,8,N
11,7,14,17,5,1,3,29,19,8,N
11,8,14,17,4,1,3,29,19,10,N
11,9,14,16,4,1,3,29,19,10,N
11,10,14,16,3,1,3,29,19,12,N
11,11,14,17,3,1,3,29,19,14,N
11,12,7,17,3,1,3,29,19,15,N
12,12,3,17,3,1,3,29,19,14,E
13,12,7,17,4,1,3,29,19,12,E
14,12,15,16,4,1,3,29,19,10,E
14,11,15,16,3,1,3,29,19,10,S
14,10,15,16,4,1,3,29,19,8,S
14,9,14,15,4,1,3,29,19,6,S
14,8,15,14,4,1,3,29,19,4,S
14,7,14,14,5,1,3,29,19,2,S
14,6,15,13,5,1,3,29,19,2,S
14,5,14,13,5,1,3,29,19,1,S
13,5,13,22,4,1,3,29,19,10,W
14,5,14,22,4,1,3,29,19,10,E
14,4,15,23,4,1,3,29,19,8,S
15,4,7,22,4,1,3,29,19,8,E
16,4,7,23,4,1,3,29,19,6,E
17,4,15,22,4,1,3,29,19,6,E
18,4,15,22,3,1,3,29,19,5,E
19,4,15,22,3,1,3,29,19,5,E
20,4,15,23,3,1,3,29,19,3,E
21,4,7,23,4,1,3,29,19,1,E
1,18,5,5,9,1,3,29,19,13,S
1,17,12,1,4,1,3,29,19,13,S
1,16,13,1,5,1,3,29,19,11,S
1,15,13,1,5,1,3,29,19,10,S
1,14,13,1,6,1,3,29,19,8,S
1,13,12,1,6,1,3,29,19,7,S
1,12,13,1,7,1,3,29,19,5,S
1,11,12,1,8,1,3,29,19,3,S
1,10,12,1,8,1,3,29,19,2,S
1,9,12,1,6,1,3,29,19,3,S
1,8,12,2,6,1,3,29,19,3,S
1,7,12,2,6,1,3,29,19,2,S
1,6,13,2,6,1,3,29,19,1,S
2,6,7,4,6,1,3,29,19,2,E
3,6,15,4,5,1,3,29,19,2,E
4,6,15,8,6,1,3,29,19,5,E
5,6,15,8,5,1,3,29,19,3,E
6,6,11,8,6,1,3,29,19,3,E
7,6,3,9,6,1,3,29,19,3,E
8,6,15,9,7,1,3,29,19,2,E
14,12,2,16,12,1,3,19,13,2,W
13,12,3,16,11,1,3,19,13,4,W
12,12,3,16,12,1,3,19,13,4,W
11,12,3,16,11,1,3,19,13,6,W
10,12,3,16,10,1,3,19,13,8,W
9,12,3,18,12,1,3,19,13,9,W
8,12,3,17,12,1,3,19,13,9,W
7,12,3,17,11,1,3,19,13,11,W
6,12,3,17,12,1,3,19,13,11,W
5,12,3,18,12,1,3,19,13,13,W
4,12,3,17,12,1,3,19,13,13,W
3,12,3,17,12,1,3,19,13,14,W
2,12,7,17,12,1,3,19,13,15,W
2,11,14,16,10,1,3,19,13,15,S
2,10,14,16,10,1,3,19,13,14,S
2,9,14,17,9,1,3,19,13,15,S
2,8,14,17,9,1,3,19,13,16,S
2,7,14,17,9,1,3,19,13,17,S
2,6,14,17,10,1,3,19,13,19,S
2,5,14,18,10,1,3,19,13,21,S
2,4,14,17,10,1,3,19,13,21,S
2,3,14,17,9,1,3,19,13,21,S
2,2,14,17,9,1,3,19,13,22,S
2,1,11,18,9,1,3,19,13,24,S
3,1,3,18,8,1,3,19,13,22,E
4,1,11,18,8,1,3,19,13,21,E
4,2,13,18,7,1,3,19,13,19,N
4,3,13,18,6,1,3,19,13,17,N
4,4,13,18,7,1,3,19,13,17,N
4,5,13,16,10,1,3,19,13,16,N
4,6,13,15,10,1,3,19,13,14,N
4,7,13,14,10,1,3,19,13,12,N
4,8,13,14,9,1,3,19,13,10,N
4,9,13,14,8,1,3,19,13,11,N
5,9,15,14,8,1,3,19,13,11,E
6,9,15,14,7,1,3,19,13,9,E
7,9,15,14,8,1,3,19,13,8,E
8,9,15,14,8,1,3,19,13,6,E
9,9,15,14,9,1,3,19,13,4,E
10,9,15,13,9,1,3,19,13,4,E
11,9,15,13,8,1,3,19,13,2,E
12,9,15,13,9,1,3,19,13,1,E
13,9,15,16,8,1,3,19,13,4,E
14,9,15,16,8,1,3,19,13,3,E
15,9,15,17,8,1,3,19,13,3,E
16,9,15,18,8,1,3,19,13,3,E
17,9,15,18,9,1,3,19,13,1,E
18,9,14,18,8,1,3,19,13,1,E
18,8,14,16,11,1,3,19,13,5,S
18,9,14,16,11,1,3,19,13,4,N
18,10,14,16,10,1,3,19,13,2,N
9,1,3,9,7,1,3,19,12,6,E
8,1,3,8,7,1,3,19,12,6,W
7,1,3,8,7,1,3,19,12,7,W
6,1,9,7,7,1,3,19,12,7,W
6,2,12,6,7,1,3,19,12,5,N
6,3,15,6,6,1,3,19,12,3,N
6,4,14,6,7,1,3,19,12,3,N
6,5,14,7,7,1,3,19,12,3,N
6,6,14,7,7,1,3,19,12,2,N
6,7,15,8,7,1,3,19,12,2,N
7,7,3,9,8,1,3,19,12,3,E
8,7,3,9,9,1,3,19,12,3,E
9,7,11,9,9,1,3,19,12,2,E
9,8,13,10,9,1,3,19,12,2,N
9,9,13,10,9,1,3,19,12,1,N
10,9,14,10,11,1,3,19,12,2,E
10,10,14,10,11,1,3,19,12,2,N
10,11,7,4,5,1,3,19,12,12,N
10,10,14,3,5,1,3,19,12,12,S
10,9,14,3,6,1,3,19,12,10,S
10,8,14,3,6,1,3,19,12,9,S
10,7,11,3,6,1,3,19,12,8,S
9,7,11,4,6,1,3,19,12,6,W
8,7,3,4,5,1,3,19,12,6,W
7,7,3,3,5,1,3,19,12,6,W
6,7,15,3,5,1,3,19,12,5,W
6,6,14,4,5,1,3,19,12,3,S
6,5,14,3,5,1,3,19,12,3,S
5,5,15,4,5,1,3,19,12,1,W
12,10,3,13,12,1,3,19,15,3,E
13,10,7,13,12,1,3,19,15,2,E
14,10,7,13,12,1,3,19,15,4,E
15,10,15,12,12,1,3,19,15,4,E
15,11,13,13,12,1,3,19,15,3,N
15,12,13,13,12,1,3,19,15,3,N
15,13,13,12,12,1,3,19,15,3,N
15,14,7,13,12,1,3,19,15,4,N
14,14,3,13,12,1,3,19,15,4,W
13,14,3,12,12,1,3,19,15,4,W
12,14,3,11,12,1,3,19,15,3,W
11,14,3,11,12,1,3,19,15,2,W
10,14,7,9,13,1,3,19,15,2,W
10,13,14,9,12,1,3,19,15,2,S
10,12,11,9,12,1,3,19,15,1,S
9,12,11,11,12,1,3,19,15,2,W
10,12,11,11,12,1,3,19,15,2,E
11,12,3,12,4,1,3,19,15,9,E
10,12,11,12,4,1,3,19,15,10,W
10,13,14,12,4,1,3,19,15,11,N
10,14,7,11,4,1,3,19,15,11,N
11,14,3,12,4,1,3,19,15,11,E
12,14,3,13,4,1,3,19,15,11,E
13,14,3,13,5,1,3,19,15,9,E
14,14,3,13,6,1,3,19,15,9,E
15,14,7,12,6,1,3,19,15,11,E
15,13,13,12,6,1,3,19,15,10,S
15,12,13,12,6,1,3,19,15,9,S
15,11,13,12,6,1,3,19,15,8,S
15,10,15,11,6,1,3,19,15,8,S
15,9,15,11,6,1,3,19,15,7,S
15,8,15,10,6,1,3,19,15,7,S
15,7,15,10,6,1,3,19,15,6,S
15,6,15,11,6,1,3,19,15,4,S
14,6,15,10,6,1,3,19,15,4,W
13,6,7,10,5,1,3,19,15,4,W
13,5,15,10,5,1,3,19,15,3,S
12,5,15,10,6,1,3,19,15,3,W
12,6,7,11,6,1,3,19,15,1,N
11,6,7,2,11,1,3,19,15,14,W
12,6,7,2,11,1,3,19,15,15,E
13,6,7,3,11,1,3,19,15,15,E
14,6,15,3,10,1,3,19,15,15,E
14,7,13,3,9,1,3,19,15,13,N
14,8,15,3,10,1,3,19,15,13,N
14,9,15,3,9,1,3,19,15,11,N
14,10,7,4,9,1,3,19,15,11,N
13,10,7,5,9,1,3,19,15,9,W
12,10,3,5,8,1,3,19,15,9,W
11,10,3,6,8,1,3,19,15,7,W
10,10,3,5,8,1,3,19,15,7,W
9,10,3,5,9,1,3,19,15,5,W
8,10,3,4,9,1,3,19,15,5,W
7,10,3,5,9,1,3,19,15,3,W
6,10,3,4,9,1,3,19,15,3,W
5,10,7,3,9,1,3,19,15,3,W
5,9,14,3,9,1,3,19,15,2,S
4,9,15,2,9,1,3,19,15,2,W
3,9,15,2,9,1,3,19,15,1,W
1,3,9,2,8,1,3,8,11,6,N
1,4,13,3,7,1,3,8,11,4,N
1,5,13,3,6,1,3,8,11,3,N
1,6,13,1,9,1,3,8,11,3,N
1,7,13,4,7,1,3,8,11,3,N
2,7,15,3,7,1,3,8,11,1,E
3,7,15,4,8,1,3,8,11,1,E
3,8,15,2,9,1,3,8,11,2,N
3,9,15,2,10,1,3,8,11,2,N
3,10,7,4,7,1,3,8,11,3,N
4,10,7,3,7,1,3,8,11,4,E
4,9,15,3,7,1,3,8,11,2,S
4,8,15,3,8,1,3,8,11,1,S
1,18,5,5,9,1,3,29,19,13,S
1,17,12,5,9,1,3,29,19,12,S
1,16,13,5,8,1,3,29,19,12,S
1,15,13,5,8,1,3,29,19,11,S
1,14,13,5,8,1,3,29,19,10,S
1,13,12,6,8,1,3,29,19,10,S
1,12,13,5,8,1,3,29,19,8,S
1,11,12,4,8,1,3,29,19,6,S
1,10,12,4,8,1,3,29,19,5,S
1,9,12,4,9,1,3,29,19,3,S
1,8,12,4,8,1,3,29,19,3,S
1,7,12,5,8,1,3,29,19,5,S
1,6,13,5,8,1,3,29,19,6,S
2,6,7,6,8,1,3,29,19,6,E
3,6,15,6,8,1,3,29,19,5,E
3,7,13,6,8,1,3,29,19,4,N
3,8,13,6,8,1,3,29,19,3,N
4,8,15,6,8,1,3,29,19,2,E
5,8,15,10,6,1,3,29,19,7,E
6,8,14,10,7,1,3,29,19,5,E
6,7,14,10,7,1,3,29,19,4,S
6,6,11,10,7,1,3,29,19,5,S
7,6,3,9,7,1,3,29,19,3,E
8,6,15,10,7,1,3,29,19,3,E
8,7,13,10,7,1,3,29,19,2,N
9,7,15,10,8,1,3,29,19,2,E
9,8,15,10,8,1,3,29,19,1,N
10,8,15,18,4,1,3,29,19,12,E
10,9,15,18,4,1,3,29,19,13,N
10,10,15,18,4,1,3,29,19,14,N
10,11,15,18,5,1,3,29,19,14,N
10,12,15,18,5,1,3,29,19,15,N
11,12,7,18,4,1,3,29,19,15,E
12,12,3,18,5,1,3,29,19,13,E
13,12,7,18,6,1,3,29,19,11,E
14,12,15,19,6,1,3,29,19,11,E
14,11,15,20,6,1,3,29,19,11,S
14,10,15,20,5,1,3,29,19,11,S
14,9,14,20,6,1,3,29,19,9,S
14,8,15,21,6,1,3,29,19,9,S
14,7,14,20,6,1,3,29,19,7,S
14,6,15,20,6,1,3,29,19,6,S
15,6,3,20,5,1,3,29,19,6,E
16,6,3,20,4,1,3,29,19,6,E
17,6,7,19,4,1,3,29,19,4,E
18,6,7,19,3,1,3,29,19,4,E
19,6,7,19,4,1,3,29,19,2,E
19,5,15,19,3,1,3,29,19,2,S
19,4,15,18,3,1,3,29,19,2,S
19,3,11,18,3,1,3,29,19,1,S
18,3,11,28,8,1,3,29,19,15,W
18,4,15,28,8,1,3,29,19,13,N
18,5,15,28,7,1,3,29,19,11,N
18,6,7,28,6,1,3,29,19,10,N
19,6,7,28,6,1,3,29,19,9,E
20,6,7,28,6,1,3,29,19,8,E
21,6,3,28,6,1,3,29,19,7,E
22,6,3,28,6,1,3,29,19,5,E
23,6,15,27,6,1,3,29,19,5,E
24,6,15,28,6,1,3,29,19,5,E
25,6,15,28,7,1,3,29,19,4,E
25,7,15,28,7,1,3,29,19,4,N
26,7,15,28,6,1,3,29,19,2,E
27,7,15,27,6,1,3,29,19,2,E
27,6,15,27,5,1,3,29,19,2,S
27,5,15,27,4,1,3,29,19,1,S
1,18,5,5,9,1,3,29,19,13,S
1,17,12,4,9,1,3,29,19,11,S
1,16,13,3,9,1,3,29,19,9,S
1,15,13,3,8,1,3,29,19,9,S
1,14,13,3,9,1,3,29,19,7,S
1,13,12,3,8,1,3,29,19,7,S
1,12,13,3,9,1,3,29,19,5,S
1,11,12,3,10,1,3,29,19,3,S
1,10,12,4,10,1,3,29,19,3,S
1,9,12,4,9,1,3,29,19,3,S
1,8,12,4,9,1,3,29,19,4,S
1,7,12,1,4,1,3,29,19,3,S
1,6,13,3,6,1,3,29,19,2,S
2,6,7,4,6,1,3,29,19,2,E
3,6,15,5,6,1,3,29,19,2,E
4,6,15,6,6,1,3,29,19,2,E
5,6,15,6,6,1,3,29,19,1,E
6,6,11,5,8,1,3,29,19,3,E
6,7,14,5,9,1,3,29,19,3,N
6,8,14,5,10,1,3,29,19,3,N
6,9,14,4,10,1,3,29,19,3,N
6,10,6,3,10,1,3,29,19,3,N
5,10,7,4,10,1,3,29,19,1,W
4,10,7,2,4,1,3,29,19,8,W
4,9,15,2,4,1,3,29,19,7,S
4,8,15,1,4,1,3,29,19,7,S
4,7,15,1,4,1,3,29,19,6,S
4,6,15,1,4,1,3,29,19,5,S
4,5,15,1,5,1,3,29,19,3,S
3,5,15,1,6,1,3,29,19,3,W
3,6,15,2,6,1,3,29,19,1,N
14,12,2,16,12,1,3,19,13,2,W
13,12,3,16,11,1,3,19,13,4,W
12,12,3,15,10,1,3,19,13,5,W
11,12,3,15,10,1,3,19,13,6,W
10,12,3,14,10,1,3,19,13,6,W
9,12,3,16,12,1,3,19,13,7,W
8,12,3,16,11,1,3,19,13,9,W
7,12,3,13,8,1,3,19,13,10,W
6,12,3,13,8,1,3,19,13,11,W
5,12,3,12,8,1,3,19,13,11,W
4,12,3,11,8,1,3,19,13,11,W
3,12,3,11,9,1,3,19,13,11,W
2,12,7,11,9,1,3,19,13,12,W
2,11,14,10,9,1,3,19,13,10,S
2,10,14,11,9,1,3,19,13,10,S
2,9,14,12,9,1,3,19,13,10,S
2,8,14,13,9,1,3,19,13,12,S
2,7,14,13,9,1,3,19,13,13,S
2,6,14,13,9,1,3,19,13,14,S
2,5,14,13,8,1,3,19,13,14,S
2,4,14,13,8,1,3,19,13,15,S
2,3,14,14,8,1,3,19,13,17,S
2,2,14,14,8,1,3,19,13,18,S
2,1,11,14,8,1,3,19,13,19,S
3,1,3,14,7,1,3,19,13,17,E
4,1,11,14,7,1,3,19,13,16,E
4,2,13,14,6,1,3,19,13,14,N
4,3,13,13,6,1,3,19,13,12,N
4,4,13,12,6,1,3,19,13,10,N
4,5,13,13,6,1,3,19,13,10,N
4,6,13,13,5,1,3,19,13,10,N
5,6,15,13,4,1,3,19,13,10,E
6,6,15,13,3,1,3,19,13,10,E
7,6,15,12,10,1,3,19,13,9,E
7,7,15,13,10,1,3,19,13,9,N
